timestamp,open,high,low,close,volume,date_only,regime_id,trend_20d,atr_z,fm,fs_orb,fs_fast
2025-09-26 09:00:00,70066.01917659747,70083.32680522163,70047.4170077855,70066.01917659747,1606,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:01:00,70151.19421123537,70160.91026682623,70146.99135217554,70151.19421123537,87632,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:02:00,70191.95958797165,70204.86947205251,70173.45142643778,70191.95958797165,30778,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:03:00,70149.69615252763,70168.72359137204,70131.02903937724,70149.69615252763,17667,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:04:00,70063.72009079353,70132.13422236974,70021.62681464184,70063.72009079353,30747,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:05:00,69934.52156889673,69957.93084077282,69853.8497955944,69934.52156889673,14387,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:06:00,70005.79745460938,70037.50560931893,70001.46033802142,70005.79745460938,56215,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:07:00,70026.56908298274,70047.54963614579,69973.30030591728,70026.56908298274,76667,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:08:00,69961.35236628298,70021.28464198895,69948.64623565067,69961.35236628298,56617,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:09:00,70074.09099146505,70105.82814227982,70061.63972908631,70074.09099146505,199094,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:10:00,70134.4420725253,70171.81214614182,70083.5388581019,70134.4420725253,12810,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:11:00,70056.43865273012,70096.21608091136,70053.08530605168,70056.43865273012,30741,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:12:00,70104.61271803267,70106.4489803144,70051.53374134419,70104.61271803267,21479,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:13:00,70077.92568093291,70112.5843056463,70059.17281236565,70077.92568093291,214892,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:14:00,70051.01710221716,70084.69734213219,70028.83027458451,70051.01710221716,14528,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:15:00,70067.06416732262,70134.27781519816,70056.4678053463,70067.06416732262,25323,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:16:00,70154.98349991487,70243.25444871468,70145.7248756889,70154.98349991487,15868,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:17:00,70159.60298545865,70215.6752263489,70148.94382847236,70159.60298545865,33572,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:18:00,70183.22022189425,70237.36566983724,70181.35621849098,70183.22022189425,2972,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:19:00,70277.95037451955,70304.60244247064,70267.7375784089,70277.95037451955,5728,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:20:00,70322.20241602468,70367.47312169104,70318.98480096525,70322.20241602468,55941,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:21:00,70279.9507660982,70296.72254615235,70255.39938262125,70279.9507660982,13364,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:22:00,70276.21462928464,70296.74242089667,70258.26475069392,70276.21462928464,37489,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:23:00,70285.35993067484,70290.85416455052,70269.41070921173,70285.35993067484,15742,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:24:00,70272.31972538178,70306.12201349327,70204.28461282016,70272.31972538178,33168,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:25:00,70344.18915558445,70365.25272674473,70307.04449164287,70344.18915558445,5963,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:26:00,70232.5968568202,70234.53470216219,70186.0449034696,70232.5968568202,34551,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:27:00,70296.36519788319,70352.20224193354,70276.04871689173,70296.36519788319,51894,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:28:00,70185.56424286535,70187.0674111961,70165.06731111443,70185.56424286535,8144,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:29:00,70255.902307387,70296.23096280427,70230.38391321435,70255.902307387,37956,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:30:00,70129.03144439594,70224.53685342909,70113.46764854215,70129.03144439594,21678,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:31:00,70134.04448597692,70172.05596134465,70119.29875708795,70134.04448597692,69535,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:32:00,70209.59669093827,70269.38898048308,70196.74515949312,70209.59669093827,23543,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:33:00,70178.31073729685,70200.98269282654,70157.73927939266,70178.31073729685,254359,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:34:00,70300.30720544138,70390.27573627893,70260.32577482116,70300.30720544138,62452,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:35:00,70338.00742996982,70366.82752940727,70306.32798989027,70338.00742996982,76983,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:36:00,70248.82251023105,70281.16073090564,70234.05746365381,70248.82251023105,47716,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:37:00,70257.87054679474,70318.26456538573,70191.39138781233,70257.87054679474,46806,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:38:00,70292.08029060751,70304.59274320338,70274.55639168194,70292.08029060751,3361,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:39:00,70362.97086830217,70367.59310671985,70300.48760308394,70362.97086830217,63914,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:40:00,70334.4797873957,70459.28209887762,70317.71028157987,70334.4797873957,4645,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:41:00,70302.74182658715,70307.5239475146,70277.38320635394,70302.74182658715,24565,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:42:00,70258.59789559897,70266.59102795209,70250.76176969621,70258.59789559897,13313,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:43:00,70224.08199752281,70224.79635871359,70181.96239754817,70224.08199752281,49617,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:44:00,70228.4164222486,70248.46625817045,70216.73690110874,70228.4164222486,9628,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:45:00,70277.28709134829,70292.58477906632,70244.39673679494,70277.28709134829,4356,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:46:00,70256.45417985729,70267.07661829007,70191.17986860259,70256.45417985729,79129,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:47:00,70204.38983007583,70249.77293525431,70195.48751043709,70204.38983007583,24031,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:48:00,70181.00041261161,70216.57713483326,70116.86936934924,70181.00041261161,166795,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:49:00,70291.17734937703,70313.34141306799,70281.79588596258,70291.17734937703,5645,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:50:00,70142.05744547844,70191.7457221058,70139.2115791128,70142.05744547844,27626,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:51:00,70122.56820561962,70128.06580842324,70099.15437976258,70122.56820561962,10719,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:52:00,70096.91424950192,70116.14847642362,70086.0625901315,70096.91424950192,60659,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:53:00,70083.01761321248,70090.70339912029,70051.07455546984,70083.01761321248,9412,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:54:00,70004.45348054518,70011.09609070214,69963.94974719608,70004.45348054518,23715,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:55:00,69965.81023099697,69970.60595678074,69917.34270128538,69965.81023099697,23475,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:56:00,69957.66857839492,69966.6130142266,69913.045633365,69957.66857839492,15833,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:57:00,70057.49685508794,70086.74865095227,70041.35179748459,70057.49685508794,90948,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:58:00,70039.67680284259,70046.42377423625,70023.47314762992,70039.67680284259,10816,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:59:00,70024.01373330873,70054.00835312998,69992.32203463178,70024.01373330873,58796,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 10:00:00,70012.1059924269,70080.13036211205,69985.86175245364,70012.1059924269,133215,2025-09-26,UNKNOWN,,,,0.0,0.0
