timestamp,open,high,low,close,volume,date_only,regime_id,trend_20d,atr_z,fm,fs_orb,fs_fast
2025-09-26 09:00:00,70111.65793677366,70114.77638737546,70049.01572989218,70111.65793677366,39124,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:01:00,69972.72145657132,69979.26083449478,69969.78310931807,69972.72145657132,45490,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:02:00,69958.56623152403,69992.25327181278,69909.57749663106,69958.56623152403,12948,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:03:00,69756.9346735335,69799.5302567414,69756.43282335495,69756.9346735335,38645,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:04:00,69701.45146614118,69716.38600123263,69647.81415331086,69701.45146614118,187363,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:05:00,69600.31156797164,69604.20429423146,69592.42571181893,69600.31156797164,8889,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:06:00,69696.57971834528,69716.51655242925,69596.46795428166,69696.57971834528,14108,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:07:00,69712.5857118345,69741.75866374557,69689.33128102036,69712.5857118345,12589,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:08:00,69709.20684020947,69741.30724452941,69695.73967371011,69709.20684020947,4704,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:09:00,69630.75314267242,69654.46126838122,69597.28060909019,69630.75314267242,71826,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:10:00,69594.60695119336,69640.67665562298,69589.9409867307,69594.60695119336,5206,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:11:00,69739.61809061556,69767.52799238033,69729.13683568798,69739.61809061556,91047,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:12:00,69713.88906010096,69748.22563411812,69679.69255065976,69713.88906010096,40414,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:13:00,69816.21712418585,69822.92315957692,69766.08503154572,69816.21712418585,3074,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:14:00,69837.08305262703,69925.95487534995,69784.18411992064,69837.08305262703,75438,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:15:00,69937.09989635347,69979.0003920359,69926.84562177243,69937.09989635347,7972,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:16:00,69827.52318855196,69832.30598042233,69817.20790014794,69827.52318855196,21674,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:17:00,69889.18126022689,69910.01140750504,69835.371167385,69889.18126022689,24610,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:18:00,69858.16200726014,69883.58360268103,69788.25081098387,69858.16200726014,64827,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:19:00,69937.88655762297,69961.68454479834,69901.43941091863,69937.88655762297,9055,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:20:00,70096.55290415113,70141.58025015278,70081.62227859895,70096.55290415113,109012,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:21:00,70031.7058181581,70035.46555356089,70010.04237146591,70031.7058181581,16196,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:22:00,69938.02273112762,69973.66275504959,69909.71512662053,69938.02273112762,87274,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:23:00,69865.75587250784,69880.93400549544,69854.85474063986,69865.75587250784,19645,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:24:00,69809.07084760633,69829.05454385991,69787.19034856583,69809.07084760633,27475,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:25:00,69842.09925329924,69853.70936269725,69810.8016051756,69842.09925329924,17208,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:26:00,69927.33127718039,69990.16128322015,69909.21230878899,69927.33127718039,9503,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:27:00,69968.56177530429,69998.75530763672,69893.72722073695,69968.56177530429,4254,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:28:00,69965.05640125477,69965.36988020822,69938.96404611054,69965.05640125477,69330,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:29:00,69908.12153093122,69948.49225357323,69900.39508861848,69908.12153093122,16016,2025-09-26,UNKNOWN,,,,0.0,0.0
2025-09-26 09:30:00,69778.9095061063,69791.27383363004,69772.41138358298,69778.9095061063,41308,2025-09-26,UNKNOWN,,,,0.0,0.0
