,close,high,low,volume
2024-01-01 00:00:00,0.9992156990692288,1.000214914768298,0.9982164833701596,1000
2024-01-01 00:01:00,0.9998854352880012,1.000885320723289,0.9988855498527133,1000
2024-01-01 00:02:00,0.9994028161844991,1.0004022190006836,0.9984034133683146,1000
2024-01-01 00:03:00,1.0000972747133023,1.0010973719880156,0.9990971774385891,1000
2024-01-01 00:04:00,0.9981924990405637,0.9991906915396042,0.9971943065415232,1000
2024-01-01 00:05:00,0.9981397624149999,0.9991379021774148,0.9971416226525849,1000
2024-01-01 00:06:00,0.9976061924442247,0.9986037986366688,0.9966085862517804,1000
2024-01-01 00:07:00,0.9966061623640248,0.9976027685263887,0.9956095562016607,1000
2024-01-01 00:08:00,0.9972622563779854,0.9982595186343632,0.9962649941216074,1000
2024-01-01 00:09:00,0.9991217385004256,1.000120860238926,0.9981226167619252,1000
2024-01-01 00:10:00,0.9986897111307487,0.9996884008418793,0.997691021419618,1000
2024-01-01 00:11:00,0.9991836256274922,1.0001828092531195,0.9981844420018647,1000
2024-01-01 00:12:00,0.9973700864028757,0.9983674564892785,0.9963727163164728,1000
2024-01-01 00:13:00,0.9971838295926065,0.998181013422199,0.996186645763014,1000
2024-01-01 00:14:00,0.9979703277862235,0.9989682981140097,0.9969723574584373,1000
2024-01-01 00:15:00,0.9981273873986274,0.9991255147860258,0.9971292600112288,1000
2024-01-01 00:16:00,0.9970376385462262,0.9980346761847723,0.99604060090768,1000
2024-01-01 00:17:00,0.9975980330422999,0.9985956310753421,0.9966004350092575,1000
2024-01-01 00:18:00,0.9962852047561347,0.9972814899608907,0.9952889195513785,1000
2024-01-01 00:19:00,0.9967840527959843,0.9977808368487802,0.9957872687431882,1000
2024-01-01 00:20:00,0.9958128994514018,0.9968087123508531,0.9948170865519504,1000
2024-01-01 00:21:00,0.9947833155898725,0.9957780989054623,0.9937885322742827,1000
2024-01-01 00:22:00,0.9949576620205205,0.9959526196825409,0.9939627043585,1000
2024-01-01 00:23:00,0.9966717787292965,0.9976684505080257,0.9956751069505672,1000
2024-01-01 00:24:00,0.9963724352067069,0.9973688076419135,0.9953760627715003,1000
2024-01-01 00:25:00,0.9969054464435526,0.9979023518899961,0.995908540997109,1000
2024-01-01 00:26:00,0.9983517443373888,0.9993500960817261,0.9973533925930514,1000
2024-01-01 00:27:00,0.9999558279783728,1.000955783806351,0.9989558721503944,1000
2024-01-01 00:28:00,0.9999349031705891,1.0009348380737595,0.9989349682674185,1000
2024-01-01 00:29:00,0.9996657590784727,1.000665424837551,0.9986660933193942,1000
2024-01-01 00:30:00,0.9989231026219704,0.9999220257245922,0.9979241795193484,1000
2024-01-01 00:31:00,0.9998954112554423,1.0008953066666977,0.9988955158441869,1000
2024-01-01 00:32:00,1.0013285478094307,1.00232987635724,1.0003272192616213,1000
2024-01-01 00:33:00,1.0010644648429738,1.0020655293078167,1.0000634003781308,1000
2024-01-01 00:34:00,0.9976896012742953,0.9986872908755695,0.996691911673021,1000
2024-01-01 00:35:00,0.997638761463518,0.9986364002249815,0.9966411227020545,1000
2024-01-01 00:36:00,0.9974048414192014,0.9984022462606205,0.9964074365777822,1000
2024-01-01 00:37:00,0.9962982666969769,0.9972945649636737,0.9953019684302798,1000
2024-01-01 00:38:00,0.9959068737610539,0.9969027806348149,0.9949109668872929,1000
2024-01-01 00:39:00,0.9970907073884112,0.9980877980957995,0.9960936166810228,1000
2024-01-01 00:40:00,0.9993726997384943,1.0003720724382328,0.9983733270387558,1000
2024-01-01 00:41:00,1.0009502669806527,1.0019512172476333,0.999949316713672,1000
2024-01-01 00:42:00,1.0006159008929978,1.0016165167938906,0.9996152849921048,1000
2024-01-01 00:43:00,1.000807402779297,1.0018082101820762,0.9998065953765177,1000
2024-01-01 00:44:00,1.0003726941958273,1.001373066890023,0.9993723215016315,1000
2024-01-01 00:45:00,1.000469364852282,1.0014698342171342,0.9994688954874297,1000
2024-01-01 00:46:00,0.9999967531776082,1.0009967499307857,0.9989967564244305,1000
2024-01-01 00:47:00,1.0003019257649914,1.0013022276907564,0.9993016238392265,1000
2024-01-01 00:48:00,0.9985820634513815,0.9995806455148327,0.9975834813879301,1000
2024-01-01 00:49:00,0.997518765415888,0.9985162841813038,0.9965212466504721,1000
2024-01-01 00:50:00,0.9971123972448486,0.9981095096420933,0.9961152848476037,1000
2024-01-01 00:51:00,0.9977774753716115,0.9987752528469831,0.9967796978962399,1000
2024-01-01 00:52:00,0.9993862015335732,1.0003855877351067,0.9983868153320395,1000
2024-01-01 00:53:00,0.9985968969728374,0.9995954938698101,0.9975983000758646,1000
2024-01-01 00:54:00,0.9979505701957461,0.9989485207659416,0.9969526196255504,1000
2024-01-01 00:55:00,0.997491755737729,0.9984892474934666,0.9964942639819913,1000
2024-01-01 00:56:00,0.9981971544510333,0.9991953516054842,0.9971989572965823,1000
2024-01-01 00:57:00,0.9986627546594469,0.9996614174141062,0.9976640919047874,1000
2024-01-01 00:58:00,0.998883536092281,0.9998824196283731,0.9978846525561887,1000
2024-01-01 00:59:00,1.000222978741393,1.0012232017201343,0.9992227557626516,1000
2024-01-01 01:00:00,1.0012128956956459,1.0022141085913414,1.0002116827999503,1000
2024-01-01 01:01:00,1.0002602591715766,1.001260519430748,0.999259998912405,1000
2024-01-01 01:02:00,1.001005532899452,1.0020065384323513,1.0000045273665525,1000
2024-01-01 01:03:00,1.0001998390339373,1.0012000388729712,0.9991996391949033,1000
2024-01-01 01:04:00,1.0006926817327817,1.0016933744145144,0.999691989051049,1000
2024-01-01 01:05:00,1.0003385545670254,1.0013388931215923,0.9993382160124583,1000
2024-01-01 01:06:00,1.0005644544734358,1.001565018927909,0.9995638900189624,1000
2024-01-01 01:07:00,1.0011116443528951,1.0021127559972478,1.0001105327085422,1000
2024-01-01 01:08:00,1.0010188510509377,1.0020198699019884,1.0000178321998867,1000
2024-01-01 01:09:00,1.0013213273902564,1.0023226487176464,1.000320006062866,1000
2024-01-01 01:10:00,1.0001374339984492,1.0011375714324475,0.9991372965644508,1000
2024-01-01 01:11:00,1.0002437142420786,1.0012439579563206,0.9992434705278365,1000
2024-01-01 01:12:00,0.9999996388665569,1.0009996385054234,0.9989996392276903,1000
2024-01-01 01:13:00,0.9993567178797971,1.0003560745976767,0.9983573611619173,1000
2024-01-01 01:14:00,0.9991633738154801,1.0001625371892955,0.9981642104416647,1000
2024-01-01 01:15:00,0.9991987248134374,1.0001979235382508,0.998199526088624,1000
2024-01-01 01:16:00,0.9995019796569303,1.0005014816365871,0.9985024776772734,1000
2024-01-01 01:17:00,0.999330391775382,1.0003297221671572,0.9983310613836066,1000
2024-01-01 01:18:00,0.9999021095281708,1.000902011637699,0.9989022074186427,1000
2024-01-01 01:19:00,1.001485405210903,1.0024868906161137,1.000483919805692,1000
2024-01-01 01:20:00,1.0006201390295761,1.0016207591686057,0.9996195188905466,1000
2024-01-01 01:21:00,1.0022569438353688,1.003259200779204,1.0012546868915335,1000
2024-01-01 01:22:00,1.003123603864374,1.0041267274682384,1.0021204802605097,1000
2024-01-01 01:23:00,1.0051016664523194,1.0061067681187716,1.004096564785867,1000
2024-01-01 01:24:00,1.0048567090315799,1.0058615657406114,1.0038518523225484,1000
2024-01-01 01:25:00,1.0042970300922562,1.0053013271223483,1.003292733062164,1000
2024-01-01 01:26:00,1.006831082515548,1.0078379135980635,1.0058242514330324,1000
2024-01-01 01:27:00,1.0074729675742533,1.0084804405418275,1.0064654946066791,1000
2024-01-01 01:28:00,1.007494525706718,1.0085020202324246,1.0064870311810112,1000
2024-01-01 01:29:00,1.007146439252487,1.0081535856917394,1.0061392928132344,1000
2024-01-01 01:30:00,1.0068555010997144,1.007862356600814,1.0058486455986146,1000
2024-01-01 01:31:00,1.0070833944319464,1.0080904778263782,1.0060763110375144,1000
2024-01-01 01:32:00,1.0076880361907927,1.0086957242269834,1.0066803481546018,1000
2024-01-01 01:33:00,1.0067115426135662,1.0077182541561798,1.0057048310709527,1000
2024-01-01 01:34:00,1.006842571145465,1.0078494137166103,1.0058357285743196,1000
2024-01-01 01:35:00,1.0070777649445524,1.0080848427094968,1.006070687179608,1000
2024-01-01 01:36:00,1.009250901203592,1.0102601521047954,1.0082416503023883,1000
2024-01-01 01:37:00,1.0083754743468307,1.0093838498211773,1.0073670988724839,1000
2024-01-01 01:38:00,1.0090468307669214,1.0100558775976882,1.0080377839361545,1000
2024-01-01 01:39:00,1.0077472355465398,1.0087549827820863,1.0067394883109932,1000
2024-01-01 01:40:00,1.0084158733195834,1.0094242891929028,1.0074074574462637,1000
2024-01-01 01:41:00,1.0078531746448138,1.0088610278194585,1.006845321470169,1000
2024-01-01 01:42:00,1.008496133240506,1.0095046293737464,1.0074876371072654,1000
2024-01-01 01:43:00,1.0068597044480636,1.0078665641525115,1.0058528447436155,1000
2024-01-01 01:44:00,1.0063182939118196,1.0073246122057313,1.0053119756179079,1000
2024-01-01 01:45:00,1.0072099669573462,1.0082171769243033,1.0062027569903889,1000
2024-01-01 01:46:00,1.0066980643217676,1.0077047623860893,1.0056913662574458,1000
2024-01-01 01:47:00,1.0076829227341366,1.0086906056568707,1.0066752398114025,1000
2024-01-01 01:48:00,1.0076718667439055,1.0086795386106493,1.0066641948771615,1000
2024-01-01 01:49:00,1.0083700205936983,1.009378390614292,1.0073616505731047,1000
2024-01-01 01:50:00,1.0076112827107206,1.0086188939934313,1.00660367142801,1000
2024-01-01 01:51:00,1.0089630798488651,1.0099720429287138,1.0079541167690163,1000
2024-01-01 01:52:00,1.010883040226531,1.0118939232667574,1.0098721571863045,1000
2024-01-01 01:53:00,1.0120776426503082,1.0130897202929583,1.0110655650076579,1000
2024-01-01 01:54:00,1.0127309939261757,1.0137437249201018,1.0117182629322496,1000
2024-01-01 01:55:00,1.0115777867629474,1.0125893645497102,1.0105662089761844,1000
2024-01-01 01:56:00,1.0129380137980635,1.0139509518118615,1.0119250757842655,1000
2024-01-01 01:57:00,1.0134746601201883,1.0144881347803083,1.012461185460068,1000
2024-01-01 01:58:00,1.015123869163968,1.0161389930331317,1.0141087452948039,1000
2024-01-01 01:59:00,1.0165491524144463,1.0175657015668607,1.015532603262032,1000
2024-01-01 02:00:00,1.016995973462513,1.0180129694359754,1.0159789774890504,1000
2024-01-01 02:01:00,1.015504038821841,1.0165195428606628,1.0144885347830193,1000
2024-01-01 02:02:00,1.016398262374259,1.017414660636633,1.0153818641118846,1000
2024-01-01 02:03:00,1.017705482510324,1.0187231879928342,1.0166877770278138,1000
2024-01-01 02:04:00,1.0163059597674313,1.0173222657271987,1.015289653807664,1000
2024-01-01 02:05:00,1.0175859021024851,1.0186034880045876,1.0165683162003827,1000
